ID,sex,race,grad,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,gender,parttime,male,race1,race2,Dropout,other,asian,black,hisp,pass_bar,bar,bar_passed,tier,index6040,indxgrp,indxgrp2,dnn_bar_pass_prediction,gpa
9058,1.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,5.0,926.842082,g 700+,i 820+,0.9859396,3.9
9121,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,989.999974,g 700+,i 820+,0.9859396,3.9
9133,1.0,2.0,Y,F,2.0,P,95.0,1.0,3.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,b Passed 2nd time,True,5.0,816.315771,g 700+,h 760-820,0.9859396,3.9
9180,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,816.315771,g 700+,h 760-820,0.9859396,3.9
9186,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,863.68419,g 700+,i 820+,0.9859396,3.9
9210,1.0,7.0,Y,P,7.0,P,95.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,989.999974,g 700+,i 820+,0.9859396,3.9
9218,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,879.473663,g 700+,i 820+,0.9859396,3.9
9224,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,863.68419,g 700+,i 820+,0.9859396,3.9
9243,1.0,7.0,Y,F,2.0,P,95.0,1.0,5.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,3.0,816.315771,g 700+,h 760-820,0.9859396,3.9
9275,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,674.210514,f 640-700,f 640-700,0.9859396,3.9
9295,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,974.210501,g 700+,i 820+,0.9859396,3.9
9356,1.0,7.0,Y,P,6.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,816.315771,g 700+,h 760-820,0.9859396,3.9
9358,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,847.894717,g 700+,i 820+,0.9859396,3.9
9410,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,926.842082,g 700+,i 820+,0.9859396,3.9
9451,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,879.473663,g 700+,i 820+,0.9859396,3.9
9484,2.0,7.0,Y,P,7.0,P,94.0,1.0,,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,879.473663,g 700+,i 820+,0.9859396,3.9
9488,2.0,7.0,Y,F,7.0,P,95.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,5.0,753.157879,g 700+,g 700-760,0.9859396,3.9
9557,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,784.736825,g 700+,h 760-820,0.9859396,3.9
9580,1.0,3.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,black,a black,NO,0,0,1,0,1,a Passed 1st time,True,2.0,658.421041,f 640-700,f 640-700,0.9859396,3.9
9687,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,974.210501,g 700+,i 820+,0.9859396,3.9
9770,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,863.68419,g 700+,i 820+,0.9859396,3.9
9783,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,784.736825,g 700+,h 760-820,0.9859396,3.9
9791,1.0,7.0,Y,P,7.0,P,95.0,2.0,2.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,753.157879,g 700+,g 700-760,0.9859396,3.9
9832,2.0,7.0,Y,P,7.0,P,94.0,1.0,1.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,832.105244,g 700+,i 820+,0.9859396,3.9
9849,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,895.263136,g 700+,i 820+,0.9859396,3.9
9851,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,989.999974,g 700+,i 820+,0.9859396,3.9
9877,2.0,6.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,True,6.0,832.105244,g 700+,i 820+,0.9859396,3.9
9935,2.0,7.0,Y,F,7.0,F,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,0,c Failed,False,5.0,863.68419,g 700+,i 820+,0.9859396,3.9
10029,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,863.68419,g 700+,i 820+,0.9859396,3.9
10045,2.0,7.0,Y,P,2.0,P,95.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
10155,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,737.368406,g 700+,g 700-760,0.9859396,3.9
10175,2.0,7.0,Y,P,2.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,768.947352,g 700+,h 760-820,0.9859396,3.9
10234,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,911.052609,g 700+,i 820+,0.9859396,3.9
10256,1.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
10337,2.0,7.0,Y,P,2.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,768.947352,g 700+,h 760-820,0.9859396,3.9
10490,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,926.842082,g 700+,i 820+,0.9859396,3.9
10527,2.0,7.0,Y,P,2.0,P,95.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,863.68419,g 700+,i 820+,0.9859396,3.9
10609,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,816.315771,g 700+,h 760-820,0.9859396,3.9
10790,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,800.526298,g 700+,h 760-820,0.9859396,3.9
10795,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,863.68419,g 700+,i 820+,0.9859396,3.9
10800,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,800.526298,g 700+,h 760-820,0.9859396,3.9
10896,2.0,7.0,Y,P,6.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,863.68419,g 700+,i 820+,0.9859396,3.9
10941,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,974.210501,g 700+,i 820+,0.9859396,3.9
10943,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,879.473663,g 700+,i 820+,0.9859396,3.9
10947,1.0,7.0,Y,F,7.0,P,95.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,3.0,753.157879,g 700+,g 700-760,0.9859396,3.9
10971,2.0,7.0,Y,P,2.0,P,95.0,2.0,4.0,male,1.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,863.68419,g 700+,i 820+,0.9859396,3.9
11119,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,1.0,768.947352,g 700+,h 760-820,0.9859396,3.9
11141,1.0,7.0,Y,P,7.0,P,95.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,942.631555,g 700+,i 820+,0.9859396,3.9
11185,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,879.473663,g 700+,i 820+,0.9859396,3.9
11189,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
11206,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,911.052609,g 700+,i 820+,0.9859396,3.9
11232,2.0,7.0,Y,P,2.0,P,95.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,879.473663,g 700+,i 820+,0.9859396,3.9
11333,1.0,7.0,Y,F,6.0,F,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,0,c Failed,False,4.0,800.526298,g 700+,h 760-820,0.9859396,3.9
11377,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,911.052609,g 700+,i 820+,0.9859396,3.9
11378,2.0,7.0,Y,P,7.0,P,95.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,974.210501,g 700+,i 820+,0.9859396,3.9
11429,2.0,7.0,Y,P,2.0,P,95.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
11440,2.0,7.0,Y,P,7.0,P,95.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,879.473663,g 700+,i 820+,0.9859396,3.9
11455,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,879.473663,g 700+,i 820+,0.9859396,3.9
11511,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,926.842082,g 700+,i 820+,0.9859396,3.9
11512,2.0,4.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,True,5.0,942.631555,g 700+,i 820+,0.9859396,3.9
11520,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,808.4210345,g 700+,h 760-820,0.9859396,3.9
11629,2.0,7.0,Y,P,6.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,832.105244,g 700+,i 820+,0.9859396,3.9
11692,2.0,6.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,True,5.0,942.631555,g 700+,i 820+,0.9859396,3.9
11792,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,926.842082,g 700+,i 820+,0.9859396,3.9
11833,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
11903,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,784.736825,g 700+,h 760-820,0.9859396,3.9
11986,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,895.263136,g 700+,i 820+,0.9859396,3.9
12068,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,832.105244,g 700+,i 820+,0.9859396,3.9
12092,1.0,7.0,Y,P,2.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,942.631555,g 700+,i 820+,0.9859396,3.9
12109,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,689.999987,f 640-700,f 640-700,0.9859396,3.9
12110,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,863.68419,g 700+,i 820+,0.9859396,3.9
12117,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,942.631555,g 700+,i 820+,0.9859396,3.9
12126,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,942.631555,g 700+,i 820+,0.9859396,3.9
12148,2.0,7.0,Y,P,,P,,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,847.894717,g 700+,i 820+,0.9859396,3.9
12168,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,989.999974,g 700+,i 820+,0.9859396,3.9
12211,2.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,6.0,832.105244,g 700+,i 820+,0.9859396,3.9
12265,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,863.68419,g 700+,i 820+,0.9859396,3.9
12315,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,784.736825,g 700+,h 760-820,0.9859396,3.9
12331,1.0,7.0,Y,P,2.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,753.157879,g 700+,g 700-760,0.9859396,3.9
12364,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,721.578933,g 700+,g 700-760,0.9859396,3.9
12390,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,816.315771,g 700+,h 760-820,0.9859396,3.9
12429,2.0,7.0,Y,P,7.0,P,94.0,1.0,,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,753.157879,g 700+,g 700-760,0.9859396,3.9
12444,2.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,989.999974,g 700+,i 820+,0.9859396,3.9
12460,1.0,8.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,other,c other,NO,1,0,0,0,1,a Passed 1st time,True,4.0,847.894717,g 700+,i 820+,0.9859396,3.9
12486,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,721.578933,g 700+,g 700-760,0.9859396,3.9
12512,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,926.842082,g 700+,i 820+,0.9859396,3.9
12516,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,800.526298,g 700+,h 760-820,0.9859396,3.9
12518,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,847.894717,g 700+,i 820+,0.9859396,3.9
12556,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,879.473663,g 700+,i 820+,0.9859396,3.9
12655,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,895.263136,g 700+,i 820+,0.9859396,3.9
12661,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,768.947352,g 700+,h 760-820,0.9859396,3.9
12675,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
12681,1.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,5.0,958.421028,g 700+,i 820+,0.9859396,3.9
12713,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,974.210501,g 700+,i 820+,0.9859396,3.9
12721,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,926.842082,g 700+,i 820+,0.9859396,3.9
12728,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,958.421028,g 700+,i 820+,0.9859396,3.9
12748,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,974.210501,g 700+,i 820+,0.9859396,3.9
12776,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,847.894717,g 700+,i 820+,0.9859396,3.9
12780,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,847.894717,g 700+,i 820+,0.9859396,3.9
12795,2.0,4.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,True,5.0,816.315771,g 700+,h 760-820,0.9859396,3.9
12841,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,879.473663,g 700+,i 820+,0.9859396,3.9
12856,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,895.263136,g 700+,i 820+,0.9859396,3.9
12935,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,879.473663,g 700+,i 820+,0.9859396,3.9
12936,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,753.157879,g 700+,g 700-760,0.9859396,3.9
12944,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,784.736825,g 700+,h 760-820,0.9859396,3.9
13022,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,942.631555,g 700+,i 820+,0.9859396,3.9
13072,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,958.421028,g 700+,i 820+,0.9859396,3.9
13110,1.0,7.0,Y,F,7.0,P,95.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,3.0,800.526298,g 700+,h 760-820,0.9859396,3.9
13121,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,792.6315615,g 700+,h 760-820,0.9859396,3.9
13124,1.0,7.0,Y,P,6.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,832.105244,g 700+,i 820+,0.9859396,3.9
13125,2.0,2.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,5.0,863.68419,g 700+,i 820+,0.9859396,3.9
13150,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,737.368406,g 700+,g 700-760,0.9859396,3.9
13155,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,911.052609,g 700+,i 820+,0.9859396,3.9
13160,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,816.315771,g 700+,h 760-820,0.9859396,3.9
13253,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,958.421028,g 700+,i 820+,0.9859396,3.9
13267,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,768.947352,g 700+,h 760-820,0.9859396,3.9
13297,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,863.68419,g 700+,i 820+,0.9859396,3.9
13327,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,1.0,816.315771,g 700+,h 760-820,0.9859396,3.9
13350,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,642.631568,f 640-700,f 640-700,0.9859396,3.9
13412,2.0,7.0,Y,F,7.0,F,94.0,1.0,1.0,male,0.0,1.0,white,b white,NO,0,0,0,0,0,c Failed,False,3.0,650.5263045,f 640-700,f 640-700,0.9859396,3.9
13434,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,879.473663,g 700+,i 820+,0.9859396,3.9
13438,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,895.263136,g 700+,i 820+,0.9859396,3.9
13525,1.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,911.052609,g 700+,i 820+,0.9859396,3.9
13527,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,832.105244,g 700+,i 820+,0.9859396,3.9
13538,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,847.894717,g 700+,i 820+,0.9859396,3.9
13554,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,832.105244,g 700+,i 820+,0.9859396,3.9
13598,2.0,7.0,Y,P,6.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,863.68419,g 700+,i 820+,0.9859396,3.9
13620,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,595.263149,e 580-640,e 580-640,0.9859396,3.9
13672,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,768.947352,g 700+,h 760-820,0.9859396,3.9
13680,1.0,7.0,Y,P,2.0,P,95.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,863.68419,g 700+,i 820+,0.9859396,3.9
13716,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,974.210501,g 700+,i 820+,0.9859396,3.9
13731,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,863.68419,g 700+,i 820+,0.9859396,3.9
13787,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,784.736825,g 700+,h 760-820,0.9859396,3.9
13795,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,895.263136,g 700+,i 820+,0.9859396,3.9
13877,1.0,7.0,Y,P,6.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,879.473663,g 700+,i 820+,0.9859396,3.9
