job,marital,default,housing,loan,contact,month,poutcome,deposit
services,married,no,yes,no,cellular,apr,failure,no
housemaid,married,no,no,no,cellular,apr,unknown,no
technician,married,no,no,no,telephone,nov,unknown,no
technician,married,no,no,no,cellular,nov,failure,no
management,married,no,yes,no,cellular,nov,unknown,no
blue-collar,single,no,yes,no,cellular,nov,unknown,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
management,married,no,yes,yes,cellular,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
self-employed,single,no,no,no,cellular,jul,unknown,no
self-employed,married,yes,no,no,cellular,nov,unknown,no
management,single,no,no,yes,cellular,feb,failure,no
blue-collar,married,no,yes,no,cellular,nov,unknown,no
blue-collar,single,no,no,no,cellular,jul,unknown,no
technician,married,no,no,no,unknown,jun,unknown,no
management,married,no,yes,yes,cellular,apr,failure,no
retired,divorced,no,yes,no,cellular,may,failure,no
management,single,no,yes,no,cellular,apr,other,no
retired,divorced,no,yes,no,cellular,apr,failure,no
management,married,no,yes,no,cellular,jul,unknown,no
admin.,single,no,no,yes,cellular,jul,unknown,no
management,single,no,no,yes,cellular,jan,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
retired,married,no,no,no,cellular,may,failure,no
technician,married,no,yes,no,unknown,may,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
unknown,married,no,no,no,cellular,jul,unknown,no
retired,married,no,no,no,cellular,oct,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,yes,cellular,jul,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,may,unknown,no
blue-collar,single,no,yes,no,unknown,jun,unknown,no
admin.,married,no,yes,no,telephone,nov,success,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
admin.,married,yes,no,yes,unknown,jun,unknown,no
technician,married,no,no,yes,cellular,aug,unknown,no
entrepreneur,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,unknown,jul,unknown,no
self-employed,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,telephone,feb,unknown,no
housemaid,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,aug,unknown,no
technician,single,no,yes,no,cellular,apr,unknown,no
management,single,no,no,no,cellular,nov,success,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,telephone,may,unknown,no
blue-collar,married,no,no,no,cellular,feb,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
technician,married,no,no,no,telephone,jul,unknown,no
management,single,no,yes,no,cellular,may,failure,no
self-employed,married,no,yes,no,telephone,jul,unknown,no
management,married,no,yes,no,cellular,apr,failure,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,no,no,cellular,jul,unknown,no
unemployed,married,no,no,no,telephone,nov,unknown,no
admin.,married,no,yes,no,unknown,jun,unknown,no
admin.,divorced,no,yes,no,unknown,may,unknown,no
services,single,no,yes,yes,cellular,may,unknown,no
blue-collar,married,no,no,yes,cellular,jul,unknown,no
management,single,no,yes,yes,cellular,nov,unknown,no
services,married,no,no,no,cellular,feb,failure,no
admin.,married,no,yes,yes,cellular,oct,failure,no
management,married,no,yes,no,cellular,jul,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
services,married,no,no,no,unknown,jun,unknown,no
housemaid,married,no,yes,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,nov,unknown,no
management,married,no,yes,yes,telephone,nov,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
management,married,no,no,yes,cellular,feb,unknown,no
management,single,no,yes,no,cellular,may,unknown,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
entrepreneur,divorced,no,yes,yes,unknown,jun,unknown,no
services,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,no,no,cellular,aug,unknown,no
housemaid,married,no,no,no,cellular,aug,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,other,no
self-employed,married,no,no,no,unknown,jun,unknown,no
services,married,no,no,yes,telephone,jan,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
housemaid,divorced,no,no,no,unknown,jun,unknown,no
technician,divorced,no,yes,no,cellular,may,failure,no
self-employed,married,no,no,no,cellular,aug,unknown,no
management,single,no,no,no,cellular,jun,success,no
technician,divorced,no,no,yes,cellular,aug,unknown,no
services,married,no,no,no,telephone,nov,unknown,no
services,single,no,no,no,cellular,feb,unknown,no
technician,single,no,no,no,cellular,feb,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
self-employed,married,no,yes,no,unknown,may,unknown,no
technician,divorced,no,no,no,cellular,aug,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
management,divorced,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,apr,other,no
services,married,no,no,no,cellular,nov,unknown,no
retired,divorced,no,no,no,cellular,nov,unknown,no
management,single,no,yes,no,cellular,nov,unknown,no
management,single,no,yes,no,cellular,nov,failure,no
technician,divorced,yes,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,nov,unknown,no
management,single,no,yes,no,cellular,may,unknown,no
housemaid,divorced,no,no,no,unknown,jun,unknown,no
retired,married,no,no,no,cellular,oct,unknown,no
housemaid,married,no,no,no,unknown,may,unknown,no
technician,single,no,no,no,unknown,may,unknown,no
admin.,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,yes,cellular,apr,failure,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,nov,failure,no
blue-collar,married,no,yes,yes,cellular,apr,other,no
unemployed,married,no,yes,yes,cellular,nov,unknown,no
blue-collar,divorced,no,yes,no,cellular,may,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,cellular,apr,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
entrepreneur,married,no,yes,yes,cellular,may,unknown,no
blue-collar,married,no,yes,yes,cellular,nov,failure,no
management,married,no,no,no,cellular,apr,failure,no
technician,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,yes,yes,cellular,apr,failure,no
technician,married,no,yes,no,cellular,nov,failure,no
services,single,no,yes,no,unknown,may,unknown,no
admin.,single,no,no,yes,cellular,jul,unknown,no
blue-collar,single,no,yes,no,cellular,feb,unknown,no
admin.,married,no,yes,no,cellular,may,failure,no
management,married,no,yes,no,cellular,nov,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,unknown,jun,unknown,no
blue-collar,single,no,no,no,cellular,feb,unknown,no
services,divorced,no,yes,no,unknown,jun,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
management,divorced,no,yes,no,cellular,nov,unknown,no
technician,single,no,yes,no,cellular,nov,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
housemaid,married,no,yes,no,cellular,aug,unknown,no
technician,divorced,no,no,no,cellular,aug,unknown,no
admin.,single,no,no,yes,cellular,jun,success,no
management,married,no,no,no,cellular,aug,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
management,divorced,no,yes,no,unknown,jun,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
admin.,single,no,yes,no,telephone,may,other,no
technician,single,no,no,yes,cellular,aug,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
retired,married,no,no,no,unknown,jul,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,cellular,apr,unknown,no
technician,divorced,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,apr,unknown,no
services,married,no,yes,no,telephone,may,unknown,no
blue-collar,married,no,yes,no,cellular,feb,other,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,jul,unknown,no
services,divorced,no,yes,yes,cellular,nov,failure,no
admin.,single,no,yes,no,cellular,may,unknown,no
management,divorced,no,no,no,unknown,jun,unknown,no
management,single,no,yes,no,cellular,may,failure,no
management,married,no,yes,no,unknown,may,unknown,no
admin.,divorced,no,yes,no,cellular,jul,unknown,no
management,married,no,yes,yes,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
admin.,married,no,yes,no,cellular,sep,other,no
management,single,no,yes,no,cellular,jan,unknown,no
admin.,single,no,yes,no,cellular,apr,failure,no
technician,divorced,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,yes,cellular,aug,unknown,no
technician,single,no,yes,no,unknown,jun,unknown,no
technician,married,no,yes,yes,unknown,jun,unknown,no
blue-collar,single,no,no,yes,cellular,nov,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
admin.,single,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
management,single,no,no,no,cellular,jun,unknown,no
retired,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,jan,unknown,no
blue-collar,married,no,no,yes,telephone,jul,unknown,no
housemaid,married,no,yes,no,cellular,may,success,no
technician,single,no,yes,yes,cellular,may,failure,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
management,single,no,no,yes,cellular,aug,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
services,married,no,no,no,cellular,jul,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,unknown,jun,unknown,no
entrepreneur,married,no,no,no,cellular,feb,unknown,no
self-employed,married,no,yes,yes,cellular,nov,unknown,no
unemployed,single,no,no,no,cellular,feb,unknown,no
management,divorced,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
unemployed,divorced,no,no,yes,cellular,jan,other,no
services,divorced,no,yes,no,unknown,may,unknown,no
technician,single,no,yes,no,telephone,nov,failure,no
self-employed,divorced,no,yes,no,cellular,nov,failure,no
management,divorced,no,yes,no,cellular,aug,unknown,no
retired,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,may,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
entrepreneur,married,no,no,no,unknown,jun,unknown,no
technician,single,no,yes,no,unknown,jun,unknown,no
admin.,single,no,yes,no,unknown,jun,unknown,no
management,single,no,no,no,cellular,jul,unknown,no
self-employed,single,no,no,yes,cellular,nov,unknown,no
technician,divorced,no,yes,no,cellular,aug,unknown,no
retired,married,no,no,no,cellular,nov,unknown,no
technician,married,no,yes,no,cellular,apr,unknown,no
admin.,married,no,yes,no,cellular,aug,failure,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
technician,divorced,no,no,yes,cellular,jul,unknown,no
blue-collar,married,yes,yes,no,unknown,jun,unknown,no
blue-collar,single,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
management,married,no,yes,yes,cellular,jul,unknown,no
technician,married,no,no,yes,cellular,jul,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,nov,success,no
admin.,married,no,yes,no,cellular,apr,failure,no
management,married,no,no,no,telephone,feb,failure,no
blue-collar,divorced,no,no,no,telephone,feb,unknown,no
admin.,single,yes,yes,no,cellular,jul,unknown,no
retired,married,no,no,no,cellular,jan,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
unemployed,married,no,no,no,cellular,jan,unknown,no
blue-collar,single,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,apr,failure,no
management,single,no,yes,no,unknown,jun,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
unemployed,divorced,no,no,no,cellular,feb,unknown,no
services,married,no,yes,no,cellular,may,failure,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
services,married,no,yes,yes,cellular,jan,failure,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
technician,married,no,no,no,telephone,jan,failure,no
management,single,no,no,no,cellular,jan,unknown,no
student,single,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,unknown,jun,unknown,no
admin.,married,no,yes,no,cellular,sep,other,no
retired,married,no,no,yes,cellular,jul,unknown,no
admin.,married,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,yes,unknown,may,unknown,no
admin.,married,no,no,no,cellular,nov,unknown,no
technician,single,yes,no,yes,cellular,aug,unknown,no
services,married,no,yes,no,cellular,jul,unknown,no
unemployed,single,no,no,no,cellular,feb,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
admin.,divorced,no,yes,no,cellular,apr,failure,no
self-employed,married,no,no,no,cellular,jul,unknown,no
management,divorced,no,yes,no,cellular,apr,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,yes,cellular,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,yes,no,no,unknown,may,unknown,no
technician,married,no,no,yes,cellular,jul,unknown,no
blue-collar,married,no,no,yes,unknown,jun,unknown,no
technician,married,no,no,no,unknown,jun,unknown,no
management,single,no,yes,no,cellular,aug,unknown,no
blue-collar,single,no,yes,yes,cellular,jul,unknown,no
management,married,no,no,yes,unknown,may,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
unemployed,married,no,no,no,unknown,may,unknown,no
self-employed,married,no,no,no,cellular,dec,failure,no
technician,single,no,yes,no,cellular,apr,unknown,no
admin.,married,no,yes,yes,cellular,jul,unknown,no
management,married,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,apr,failure,no
housemaid,married,no,no,no,cellular,aug,unknown,no
retired,married,no,no,no,cellular,apr,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
retired,married,no,no,no,cellular,nov,unknown,no
retired,married,no,no,no,telephone,jan,unknown,no
housemaid,married,no,no,no,cellular,feb,success,no
admin.,single,no,yes,no,cellular,may,unknown,no
services,single,no,yes,no,unknown,jun,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
management,single,no,no,yes,cellular,jul,unknown,no
retired,divorced,no,yes,yes,cellular,jan,unknown,no
housemaid,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,single,no,no,no,cellular,jul,unknown,no
retired,married,no,yes,no,unknown,may,unknown,no
services,married,no,no,no,cellular,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,aug,unknown,no
housemaid,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,yes,cellular,nov,unknown,no
retired,divorced,no,yes,no,cellular,may,unknown,no
blue-collar,divorced,no,yes,no,cellular,may,failure,no
technician,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
housemaid,married,no,no,no,cellular,nov,unknown,no
technician,married,no,yes,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
admin.,single,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,may,unknown,no
student,single,no,no,no,cellular,oct,unknown,no
admin.,divorced,no,yes,no,cellular,may,failure,no
blue-collar,married,no,no,yes,unknown,jul,unknown,no
technician,single,no,no,no,cellular,feb,failure,no
management,single,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,jan,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
unemployed,married,no,yes,yes,unknown,may,unknown,no
self-employed,single,no,yes,no,cellular,apr,failure,no
technician,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,apr,failure,no
blue-collar,married,no,yes,no,telephone,nov,unknown,no
housemaid,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
technician,single,no,no,yes,cellular,jan,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,divorced,no,yes,yes,cellular,may,failure,no
retired,divorced,no,no,no,telephone,aug,unknown,no
admin.,married,no,yes,yes,telephone,jul,unknown,no
retired,married,no,no,no,cellular,aug,unknown,no
student,single,no,yes,no,cellular,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,divorced,no,yes,no,cellular,apr,unknown,no
unemployed,married,yes,yes,no,cellular,may,failure,no
management,married,no,yes,no,cellular,jul,unknown,no
retired,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,no,no,cellular,jul,unknown,no
management,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
admin.,married,no,yes,yes,cellular,nov,failure,no
technician,single,no,yes,yes,cellular,jul,unknown,no
technician,married,no,no,no,cellular,apr,unknown,no
retired,divorced,no,yes,no,unknown,jun,unknown,no
technician,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,yes,no,cellular,may,other,no
management,single,no,no,no,cellular,feb,unknown,no
blue-collar,married,no,no,no,telephone,jul,unknown,no
services,single,no,no,no,cellular,jun,unknown,no
technician,divorced,no,yes,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,unknown,jun,unknown,no
technician,married,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,may,failure,no
management,married,no,yes,no,cellular,nov,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,yes,no,unknown,jun,unknown,no
services,married,no,yes,no,telephone,jul,unknown,no
unemployed,married,no,no,no,cellular,jul,unknown,no
technician,single,no,yes,no,cellular,may,unknown,no
management,single,no,yes,yes,cellular,jul,unknown,no
unemployed,single,no,no,no,cellular,feb,unknown,no
services,married,no,no,yes,cellular,jul,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,jan,unknown,no
entrepreneur,married,no,yes,yes,cellular,nov,unknown,no
blue-collar,married,no,yes,yes,cellular,apr,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
management,divorced,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,cellular,jul,unknown,no
entrepreneur,married,no,no,yes,cellular,jul,unknown,no
services,married,no,yes,no,telephone,jul,unknown,no
admin.,married,no,no,no,cellular,aug,unknown,no
admin.,single,no,no,no,cellular,feb,unknown,no
services,married,no,no,yes,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
admin.,single,no,yes,yes,telephone,nov,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,yes,cellular,jul,unknown,no
housemaid,divorced,no,no,no,cellular,jan,failure,no
management,divorced,no,no,no,unknown,jun,unknown,no
services,single,no,yes,no,cellular,apr,unknown,no
technician,married,no,yes,yes,cellular,may,failure,no
admin.,single,no,yes,no,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,yes,cellular,nov,other,no
management,single,no,no,no,cellular,feb,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,single,yes,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
entrepreneur,divorced,no,no,no,cellular,nov,unknown,no
services,married,no,yes,no,cellular,nov,failure,no
self-employed,single,no,yes,no,cellular,nov,unknown,no
admin.,married,no,yes,yes,cellular,feb,unknown,no
admin.,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,telephone,jul,unknown,no
admin.,married,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
self-employed,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
unemployed,married,no,no,no,cellular,feb,unknown,no
admin.,married,no,yes,yes,unknown,may,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
admin.,single,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
technician,single,no,no,no,cellular,aug,unknown,no
admin.,single,no,yes,no,cellular,jun,unknown,no
self-employed,married,no,no,no,cellular,jul,unknown,no
management,married,no,no,no,unknown,jun,unknown,no
management,divorced,no,yes,no,unknown,may,unknown,no
retired,divorced,no,no,no,telephone,nov,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
blue-collar,single,no,no,no,unknown,jun,unknown,no
entrepreneur,married,no,yes,no,cellular,aug,unknown,no
unemployed,married,no,yes,no,unknown,may,unknown,no
self-employed,married,no,yes,yes,cellular,jan,unknown,no
blue-collar,married,no,yes,no,cellular,apr,failure,no
blue-collar,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,no,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,jan,unknown,no
management,married,no,yes,yes,cellular,nov,success,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,telephone,feb,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,yes,telephone,jul,unknown,no
management,married,no,yes,yes,unknown,may,unknown,no
services,married,no,yes,yes,cellular,jul,unknown,no
services,single,no,yes,no,cellular,jul,unknown,no
management,married,no,yes,no,cellular,may,unknown,no
technician,married,no,no,no,cellular,may,success,no
housemaid,married,no,no,no,unknown,jun,unknown,no
retired,single,no,no,no,cellular,sep,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
management,divorced,no,no,no,cellular,aug,unknown,no
housemaid,married,no,no,no,unknown,jun,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
entrepreneur,single,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
admin.,single,no,no,yes,cellular,mar,unknown,no
housemaid,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
technician,married,no,yes,no,cellular,nov,other,no
blue-collar,divorced,no,no,yes,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
blue-collar,divorced,no,yes,no,unknown,may,unknown,no
retired,married,no,no,no,cellular,apr,unknown,no
management,married,no,yes,yes,cellular,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
unemployed,single,no,no,no,cellular,jun,unknown,no
admin.,married,no,yes,yes,cellular,jul,unknown,no
housemaid,married,no,yes,yes,cellular,feb,unknown,no
self-employed,single,no,no,yes,cellular,jul,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,yes,unknown,sep,other,no
services,married,no,no,no,cellular,aug,unknown,no
management,single,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
admin.,divorced,no,yes,no,telephone,may,unknown,no
services,single,no,no,no,cellular,feb,unknown,no
admin.,married,no,no,no,cellular,jun,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,nov,failure,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
housemaid,married,no,no,no,telephone,jul,unknown,no
management,married,no,yes,no,cellular,feb,success,no
technician,married,no,no,yes,cellular,jul,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,yes,cellular,apr,other,no
self-employed,married,no,no,no,unknown,nov,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,single,no,no,no,cellular,sep,unknown,no
admin.,divorced,no,no,no,cellular,aug,success,no
technician,married,no,yes,no,cellular,nov,failure,no
blue-collar,single,no,yes,yes,telephone,may,unknown,no
blue-collar,married,no,yes,no,cellular,nov,unknown,no
self-employed,married,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,no,no,cellular,nov,unknown,no
retired,married,no,no,yes,cellular,jan,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
unemployed,married,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,cellular,apr,failure,no
management,married,no,yes,no,unknown,jun,unknown,no
management,divorced,no,yes,no,cellular,jul,unknown,no
admin.,single,no,yes,no,cellular,jun,unknown,no
student,single,no,no,no,cellular,feb,unknown,no
services,married,no,yes,no,cellular,apr,failure,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
retired,married,no,yes,yes,cellular,jul,unknown,no
services,married,no,no,no,cellular,aug,unknown,no
admin.,divorced,no,yes,yes,cellular,aug,unknown,no
retired,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
technician,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,divorced,no,no,no,cellular,feb,unknown,no
management,married,no,no,no,unknown,jun,unknown,no
admin.,married,yes,no,yes,unknown,jun,unknown,no
admin.,married,no,yes,no,cellular,jan,failure,no
retired,married,no,no,no,cellular,aug,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
retired,divorced,no,no,no,telephone,nov,other,no
services,married,no,yes,no,cellular,may,unknown,no
blue-collar,divorced,no,yes,no,unknown,jun,unknown,no
self-employed,married,no,yes,no,cellular,nov,unknown,no
technician,single,no,yes,no,cellular,may,unknown,no
services,single,no,no,no,cellular,jul,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,yes,unknown,may,unknown,no
services,married,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,may,unknown,no
unemployed,single,no,yes,no,cellular,nov,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
unknown,single,no,no,no,cellular,may,unknown,no
technician,divorced,no,yes,yes,cellular,jul,unknown,no
admin.,single,no,no,no,cellular,oct,failure,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
admin.,divorced,no,no,yes,cellular,nov,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
admin.,single,no,yes,no,cellular,dec,failure,no
blue-collar,married,no,yes,no,cellular,apr,other,no
self-employed,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
unemployed,married,no,no,no,cellular,nov,unknown,no
management,married,no,no,yes,cellular,feb,other,no
services,married,no,yes,no,cellular,may,unknown,no
technician,married,no,yes,no,cellular,jul,unknown,no
management,married,no,no,yes,cellular,jan,failure,no
technician,married,no,no,no,telephone,feb,unknown,no
admin.,married,no,no,no,cellular,aug,unknown,no
management,single,no,no,no,cellular,may,failure,no
admin.,single,no,no,no,cellular,apr,unknown,no
housemaid,married,no,yes,no,cellular,jul,unknown,no
blue-collar,divorced,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
