school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,absences
MS,F,U,LE3,A,services,other,reputation,mother,no,no,no,no,yes,yes,no,yes,0
MS,M,U,LE3,T,other,services,home,father,no,no,no,no,no,yes,yes,yes,2
MS,F,U,LE3,T,at_home,services,course,father,no,no,no,no,yes,yes,yes,no,0
MS,F,R,LE3,A,at_home,other,course,mother,no,no,no,no,yes,yes,no,yes,0
MS,F,U,GT3,T,services,services,other,mother,no,yes,no,no,yes,yes,yes,yes,6
MS,F,U,LE3,T,at_home,at_home,course,mother,no,yes,no,yes,yes,yes,yes,yes,4
MS,F,R,GT3,T,other,services,course,father,no,no,no,no,no,yes,no,no,0
MS,M,R,GT3,T,at_home,other,course,mother,no,yes,yes,no,yes,yes,no,no,0
MS,M,U,LE3,T,teacher,services,other,mother,no,no,no,no,yes,yes,yes,yes,0
MS,F,R,GT3,T,other,services,reputation,mother,no,yes,no,no,yes,yes,yes,yes,0
MS,F,U,GT3,T,at_home,services,course,father,no,yes,no,no,yes,yes,yes,yes,0
MS,F,R,GT3,T,other,teacher,other,father,no,yes,no,no,no,yes,yes,yes,0
MS,M,R,LE3,T,at_home,services,other,father,no,yes,no,yes,yes,no,yes,yes,3
MS,F,U,GT3,T,other,at_home,home,mother,no,no,no,yes,yes,yes,no,yes,8
MS,F,R,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,no,4
MS,F,R,LE3,T,other,other,reputation,mother,no,no,no,no,yes,yes,yes,no,0
MS,F,R,GT3,T,other,other,home,mother,no,no,no,no,yes,yes,yes,no,4
MS,F,R,GT3,T,at_home,other,course,other,no,yes,no,no,yes,yes,yes,yes,4
MS,F,R,LE3,T,teacher,services,course,mother,no,no,no,yes,yes,yes,yes,no,1
MS,F,U,GT3,T,other,other,home,mother,no,no,no,no,yes,yes,yes,yes,1
MS,F,R,GT3,T,at_home,other,reputation,mother,no,yes,no,yes,no,yes,yes,no,10
MS,M,U,GT3,T,teacher,teacher,home,father,no,no,no,yes,no,yes,yes,no,4
MS,M,R,GT3,T,other,other,other,mother,no,no,no,yes,no,yes,yes,yes,0
MS,M,U,GT3,T,other,services,home,father,no,no,no,yes,yes,yes,yes,no,4
MS,M,R,GT3,T,other,services,other,mother,no,no,no,no,yes,yes,no,no,0
MS,M,R,GT3,T,other,other,home,father,no,no,yes,no,yes,yes,no,no,0
MS,F,R,GT3,T,at_home,other,other,mother,no,no,no,no,yes,yes,no,no,0
MS,F,U,GT3,T,teacher,other,other,mother,no,no,no,no,yes,yes,yes,no,0
MS,F,R,GT3,T,teacher,at_home,reputation,mother,no,yes,no,yes,yes,yes,yes,yes,4
MS,F,R,GT3,T,services,other,course,mother,no,no,no,yes,no,yes,yes,no,4
MS,F,U,LE3,T,teacher,services,course,mother,no,yes,no,no,yes,yes,yes,no,4
MS,F,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,no,no,6
MS,M,U,LE3,T,services,services,course,mother,no,no,no,no,no,yes,yes,no,6
MS,M,R,LE3,T,services,other,course,mother,no,no,no,no,no,yes,yes,no,4
